date,state,district,market,commodity,modal_price,min_price,max_price
2025-06-12,Gujarat,Sabarkantha,Himatnagar,Arhar (Tur/Red Gram)(Whole),5800.0,5500.0,6100.0
2025-08-01,Gujarat,Sabarkantha,Himatnagar,Arhar (Tur/Red Gram)(Whole),5000.0,4750.0,5315.0
2024-12-03,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7551.0,7130.0,7553.0
2024-12-04,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5750.0,8000.0
2024-12-11,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6100.0,7555.0
2024-12-16,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5850.0,7790.0
2024-12-17,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5800.0,7755.0
2024-12-18,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5850.0,7785.0
2024-12-19,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6025.0,8630.0
2024-12-21,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6000.0,7960.0
2024-12-28,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5710.0,7552.0
2024-12-30,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5625.0,7780.0
2025-01-02,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5500.0,7554.0
2025-01-03,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5625.0,7735.0
2025-01-06,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5650.0,7750.0
2025-01-07,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5675.0,7790.0
2025-01-10,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5750.0,7805.0
2025-01-16,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5500.0,7785.0
2025-01-20,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,7000.0,7625.0
2025-01-21,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6800.0,7552.0
2025-01-23,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6500.0,7552.0
2025-02-03,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6160.0,7551.0
2025-02-05,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6250.0,7550.0
2025-02-06,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6250.0,7550.0
2025-02-11,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6250.0,7551.0
2025-02-13,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,6375.0,7551.0
2025-02-17,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5000.0,7550.0
2025-03-05,Gujarat,Sabarkantha,Idar,Arhar (Tur/Red Gram)(Whole),7550.0,5505.0,7550.0
2025-05-10,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6250.0,5500.0,6555.0
2025-05-12,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5500.0,5005.0,6500.0
2025-05-13,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6805.0
2025-05-14,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6400.0,5500.0,7105.0
2025-05-15,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,5000.0,7005.0
2025-05-16,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6500.0,5000.0,7005.0
2025-05-17,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6250.0,5000.0,6900.0
2025-05-19,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6250.0,5000.0,6805.0
2025-05-21,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6250.0,5000.0,6755.0
2025-05-22,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6250.0,4000.0,6700.0
2025-05-23,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6300.0,5000.0,6805.0
2025-05-24,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6255.0,5005.0,6805.0
2025-05-26,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6250.0,5000.0,6755.0
2025-05-27,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6150.0,5000.0,6705.0
2025-05-28,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6250.0,5000.0,6805.0
2025-05-29,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,4750.0,6755.0
2025-05-30,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,4750.0,6755.0
2025-05-31,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,4500.0,6500.0
2025-06-02,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-06-03,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5000.0,3500.0,6500.0
2025-06-04,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5500.0,5000.0,6000.0
2025-06-05,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-06-09,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5500.0,5000.0,6500.0
2025-06-10,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-06-11,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5500.0,4600.0,6600.0
2025-06-12,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5250.0,4000.0,6500.0
2025-06-13,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-06-14,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-06-16,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6650.0
2025-06-17,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6505.0
2025-06-18,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5850.0,5100.0,6600.0
2025-06-19,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5900.0,5150.0,6650.0
2025-06-20,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5855.0,5000.0,6250.0
2025-06-21,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,3850.0,6505.0
2025-06-23,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-06-24,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5875.0,5000.0,6250.0
2025-06-25,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5800.0,5000.0,6600.0
2025-06-26,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5850.0,5000.0,6750.0
2025-06-27,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-06-28,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5755.0,4755.0,6605.0
2025-06-30,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-01,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-03,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,5000.0,6605.0
2025-07-10,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-11,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-12,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5755.0,4855.0,6505.0
2025-07-14,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5855.0,4755.0,6605.0
2025-07-15,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-16,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-17,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,5750.0,6405.0
2025-07-18,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-19,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-21,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5755.0,4755.0,6355.0
2025-07-22,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-23,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-24,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-25,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-26,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5005.0,4505.0,5505.0
2025-07-28,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6355.0
2025-07-29,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-30,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6500.0
2025-07-31,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5750.0,5000.0,6505.0
2025-08-01,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6255.0,5605.0,6405.0
2025-08-02,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,5500.0,6155.0
2025-08-04,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5500.0,5000.0,6000.0
2025-08-05,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,5500.0,6500.0
2025-08-06,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5905.0,5500.0,9755.0
2025-08-07,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),6000.0,5500.0,6350.0
2025-08-08,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5825.0,5500.0,6255.0
2025-08-11,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5955.0,5500.0,6355.0
2025-08-12,Gujarat,Jamnagar,Jam Jodhpur,Arhar (Tur/Red Gram)(Whole),5855.0,5500.0,6305.0
2024-08-16,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),9200.0,8800.0,9400.0
2024-08-17,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-08-20,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),9200.0,8800.0,9400.0
2024-08-21,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),9300.0,9000.0,9500.0
2024-08-22,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),9400.0,9200.0,9600.0
2024-08-23,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),9200.0,8800.0,9600.0
2024-08-27,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-08-28,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-08-29,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-08-30,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-08-31,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9400.0
2024-09-02,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9000.0
2024-09-03,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9000.0
2024-09-04,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-09-05,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-09-06,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8200.0,8600.0
2024-09-09,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-09-10,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9000.0
2024-09-11,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9000.0
2024-09-12,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-09-13,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9000.0
2024-09-17,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7900.0,7600.0,8200.0
2024-09-18,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-09-19,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8300.0,8000.0,8600.0
2024-09-20,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-09-21,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9000.0
2024-09-23,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8800.0,8600.0,9000.0
2024-09-24,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-09-25,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8200.0,8600.0
2024-09-26,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7800.0,8400.0
2024-09-27,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-09-30,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-10-01,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7800.0,8400.0
2024-10-03,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8200.0,8600.0
2024-10-04,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8200.0,8600.0
2024-10-05,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8600.0
2024-10-07,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-10-08,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7800.0,8400.0
2024-10-09,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-10-10,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8000.0,8800.0
2024-10-11,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8000.0,8800.0
2024-10-14,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-10-15,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8300.0,8000.0,8600.0
2024-10-16,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8200.0,8600.0
2024-10-17,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8200.0,8600.0
2024-10-18,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-10-19,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8000.0,8800.0
2024-10-21,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8600.0,8400.0,8800.0
2024-10-22,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-10-23,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-10-24,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-10-25,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8400.0,8200.0,8600.0
2024-10-28,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8300.0,8000.0,8500.0
2024-10-29,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-10-30,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-11-04,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-11-05,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-11-06,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-11-07,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7400.0,7000.0,7800.0
2024-11-08,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-11-11,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7400.0,7200.0,7600.0
2024-11-12,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-11-13,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7800.0,8400.0
2024-11-14,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-11-15,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,7800.0,8600.0
2024-11-16,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8300.0,8000.0,8500.0
2024-11-17,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7400.0,8400.0
2024-11-18,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2024-11-19,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2024-11-20,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7600.0,8400.0
2024-11-21,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,7800.0,8600.0
2024-11-22,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8200.0
2024-11-25,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-11-26,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7600.0,7400.0,8000.0
2024-11-27,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-11-28,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7600.0,7200.0,8200.0
2024-11-29,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-11-30,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7900.0,7500.0,8200.0
2024-12-02,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2024-12-03,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7600.0,8400.0
2024-12-04,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-12-05,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7400.0,8200.0
2024-12-06,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2024-12-07,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7500.0,7300.0,8000.0
2024-12-09,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-12-10,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8200.0
2024-12-11,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-12-12,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2024-12-13,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7900.0,8300.0
2024-12-16,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7600.0,8400.0
2024-12-17,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-12-18,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2024-12-19,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2024-12-20,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7800.0,8400.0
2024-12-21,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7800.0,8400.0
2024-12-23,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7800.0,8400.0
2024-12-24,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7600.0,8400.0
2024-12-25,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7500.0,8200.0
2024-12-26,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7600.0,8400.0
2024-12-27,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7700.0,8400.0
2024-12-28,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2024-12-29,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2024-12-30,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7600.0,8400.0
2024-12-31,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7900.0,7500.0,8300.0
2025-01-03,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7600.0,7300.0,8000.0
2025-01-04,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2025-01-05,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2025-01-06,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7400.0,8000.0
2025-01-07,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8200.0,8000.0,8400.0
2025-01-08,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7600.0,7400.0,7800.0
2025-01-09,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7700.0,7300.0,8000.0
2025-01-10,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7700.0,7300.0,8000.0
2025-01-11,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2025-01-12,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2025-01-13,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8100.0,7900.0,8300.0
2025-01-15,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2025-01-16,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7600.0,8000.0
2025-01-17,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7400.0,8000.0
2025-01-18,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2025-01-20,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2025-01-21,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7800.0,7400.0,8200.0
2025-01-22,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2025-01-23,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7700.0,7400.0,8000.0
2025-01-24,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7500.0,7200.0,7800.0
2025-01-25,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),7700.0,7300.0,8000.0
2025-01-26,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
2025-01-27,Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),8000.0,7800.0,8200.0
