date,commodity,market,modal_price,risk_score,risk_level,volatility_score,trend_score,data_sufficiency,observation_count,risk_status,explanation
2024-09-03,Bajra(Pearl Millet/Cumbu),Umreth,2500.0,24.41,Low,8.41,41.8,70.0,14,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-04,Bajra(Pearl Millet/Cumbu),Umreth,2540.0,23.09,Low,11.94,36.34,75.0,15,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-05,Bajra(Pearl Millet/Cumbu),Umreth,2540.0,23.3,Low,11.89,39.86,80.0,16,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-06,Bajra(Pearl Millet/Cumbu),Umreth,2535.0,23.63,Low,12.18,43.29,85.0,17,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-09,Bajra(Pearl Millet/Cumbu),Umreth,2545.0,22.05,Low,11.92,41.95,90.0,18,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-10,Bajra(Pearl Millet/Cumbu),Umreth,2500.0,26.81,Low,20.04,47.99,95.0,19,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-11,Bajra(Pearl Millet/Cumbu),Umreth,2520.0,25.44,Low,20.76,45.98,100.0,20,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-12,Bajra(Pearl Millet/Cumbu),Umreth,2500.0,27.33,Low,21.83,50.0,100.0,21,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-13,Bajra(Pearl Millet/Cumbu),Umreth,2500.0,26.9,Low,16.81,55.25,100.0,22,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-14,Bajra(Pearl Millet/Cumbu),Umreth,2475.0,28.41,Low,17.61,58.53,100.0,23,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-18,Bajra(Pearl Millet/Cumbu),Umreth,2390.0,37.18,Medium,28.91,69.07,100.0,24,ok,Medium Risk because low price volatility and prices are trending downward.
2024-09-19,Bajra(Pearl Millet/Cumbu),Umreth,2420.0,37.59,Medium,31.92,66.37,100.0,25,ok,Medium Risk because low price volatility and prices are trending downward.
2024-09-20,Bajra(Pearl Millet/Cumbu),Umreth,2325.0,43.61,Medium,39.88,73.33,100.0,26,ok,Medium Risk because moderate price volatility and prices are trending downward.
2024-09-21,Bajra(Pearl Millet/Cumbu),Umreth,2315.0,43.7,Medium,37.14,77.12,100.0,27,ok,Medium Risk because moderate price volatility and prices are trending downward.
2024-09-23,Bajra(Pearl Millet/Cumbu),Umreth,2315.0,43.31,Medium,38.17,74.67,100.0,28,ok,Medium Risk because moderate price volatility and prices are trending downward.
2024-09-24,Bajra(Pearl Millet/Cumbu),Umreth,2315.0,43.31,Medium,38.17,74.67,100.0,29,ok,Medium Risk because moderate price volatility and prices are trending downward.
2024-09-25,Bajra(Pearl Millet/Cumbu),Umreth,2315.0,42.61,Medium,39.04,71.55,100.0,30,ok,Medium Risk because moderate price volatility and prices are trending downward.
2024-09-26,Bajra(Pearl Millet/Cumbu),Umreth,2340.0,35.42,Medium,34.4,56.97,100.0,31,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2024-09-27,Bajra(Pearl Millet/Cumbu),Umreth,2335.0,35.86,Medium,31.69,61.71,100.0,32,ok,Medium Risk because low price volatility and prices are relatively stable.
2024-09-28,Bajra(Pearl Millet/Cumbu),Umreth,2345.0,20.96,Low,9.91,47.13,100.0,33,ok,Low Risk because low price volatility and prices are relatively stable.
2024-09-30,Bajra(Pearl Millet/Cumbu),Umreth,2340.0,20.39,Low,9.21,46.4,100.0,34,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-01,Bajra(Pearl Millet/Cumbu),Umreth,2350.0,19.92,Low,9.3,44.96,100.0,35,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-03,Bajra(Pearl Millet/Cumbu),Umreth,2365.0,19.28,Low,9.56,42.8,100.0,36,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-04,Bajra(Pearl Millet/Cumbu),Umreth,2360.0,19.79,Low,10.13,43.52,100.0,37,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-05,Bajra(Pearl Millet/Cumbu),Umreth,2390.0,20.04,Low,11.19,42.88,100.0,38,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-07,Bajra(Pearl Millet/Cumbu),Umreth,2385.0,20.03,Low,11.18,42.86,100.0,39,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-08,Bajra(Pearl Millet/Cumbu),Umreth,2360.0,23.51,Low,15.01,47.87,100.0,40,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-09,Bajra(Pearl Millet/Cumbu),Umreth,2365.0,22.9,Low,14.77,46.44,100.0,41,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-10,Bajra(Pearl Millet/Cumbu),Umreth,2365.0,23.32,Low,14.59,47.87,100.0,42,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-11,Bajra(Pearl Millet/Cumbu),Umreth,2365.0,23.7,Low,13.78,50.0,100.0,43,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-14,Bajra(Pearl Millet/Cumbu),Umreth,2400.0,23.38,Low,17.47,44.35,100.0,44,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-15,Bajra(Pearl Millet/Cumbu),Umreth,2440.0,23.7,Low,19.19,43.03,100.0,45,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-16,Bajra(Pearl Millet/Cumbu),Umreth,2435.0,23.69,Low,19.18,43.01,100.0,46,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-17,Bajra(Pearl Millet/Cumbu),Umreth,2495.0,20.28,Low,21.01,30.93,100.0,47,ok,Low Risk because low price volatility and prices are trending upward.
2024-10-18,Bajra(Pearl Millet/Cumbu),Umreth,2440.0,27.78,Low,31.07,39.43,100.0,48,ok,Low Risk because low price volatility and prices are relatively stable.
2024-10-19,Bajra(Pearl Millet/Cumbu),Umreth,2490.0,26.12,Low,32.87,32.38,100.0,49,ok,Low Risk because low price volatility and prices are trending upward.
2024-10-21,Bajra(Pearl Millet/Cumbu),Umreth,2485.0,26.52,Low,33.2,33.09,100.0,50,ok,Low Risk because moderate price volatility and prices are relatively stable.
2024-10-22,Bajra(Pearl Millet/Cumbu),Umreth,2575.0,26.89,Low,39.77,25.69,100.0,51,ok,Low Risk because moderate price volatility and prices are trending upward.
2024-10-23,Bajra(Pearl Millet/Cumbu),Umreth,2585.0,28.37,Low,39.57,30.19,100.0,52,ok,Low Risk because moderate price volatility and prices are trending upward.
2024-10-24,Bajra(Pearl Millet/Cumbu),Umreth,2615.0,26.19,Low,38.49,25.36,100.0,53,ok,Low Risk because moderate price volatility and prices are trending upward.
2024-10-25,Bajra(Pearl Millet/Cumbu),Umreth,2615.0,28.48,Low,36.88,33.97,100.0,54,ok,Low Risk because moderate price volatility and prices are relatively stable.
2024-10-26,Bajra(Pearl Millet/Cumbu),Umreth,2610.0,22.22,Low,28.55,26.78,100.0,55,ok,Low Risk because low price volatility and prices are trending upward.
2024-11-06,Bajra(Pearl Millet/Cumbu),Umreth,2615.0,23.94,Low,27.32,33.27,100.0,56,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-07,Bajra(Pearl Millet/Cumbu),Umreth,2615.0,23.51,Low,26.92,32.56,100.0,57,ok,Low Risk because low price volatility and prices are trending upward.
2024-11-08,Bajra(Pearl Millet/Cumbu),Umreth,2615.0,19.76,Low,9.05,44.82,100.0,58,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-09,Bajra(Pearl Millet/Cumbu),Umreth,2610.0,20.6,Low,9.39,46.78,100.0,59,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-11,Bajra(Pearl Millet/Cumbu),Umreth,2615.0,18.91,Low,3.13,50.0,100.0,60,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-12,Bajra(Pearl Millet/Cumbu),Umreth,2615.0,18.91,Low,3.13,50.0,100.0,61,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-13,Bajra(Pearl Millet/Cumbu),Umreth,2590.0,21.96,Low,7.92,52.55,100.0,62,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-14,Bajra(Pearl Millet/Cumbu),Umreth,2640.0,24.25,Low,17.47,46.81,100.0,63,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-18,Bajra(Pearl Millet/Cumbu),Umreth,2685.0,23.81,Low,20.97,41.08,100.0,64,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-19,Bajra(Pearl Millet/Cumbu),Umreth,2690.0,23.51,Low,20.79,40.44,100.0,65,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-20,Bajra(Pearl Millet/Cumbu),Umreth,2685.0,23.5,Low,20.78,40.42,100.0,66,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-22,Bajra(Pearl Millet/Cumbu),Umreth,2695.0,23.24,Low,20.69,39.8,100.0,67,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-23,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,22.22,Low,20.41,37.25,100.0,68,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-25,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,19.37,Low,16.67,33.91,100.0,69,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-26,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,20.03,Low,12.98,40.53,100.0,70,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-27,Bajra(Pearl Millet/Cumbu),Umreth,2710.0,19.42,Low,6.68,46.9,100.0,71,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-28,Bajra(Pearl Millet/Cumbu),Umreth,2710.0,19.66,Low,6.73,47.52,100.0,72,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-29,Bajra(Pearl Millet/Cumbu),Umreth,2740.0,19.39,Low,9.51,43.17,100.0,73,ok,Low Risk because low price volatility and prices are relatively stable.
2024-11-30,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,22.51,Low,13.07,47.53,100.0,74,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-02,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,22.81,Low,11.81,50.0,100.0,75,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-03,Bajra(Pearl Millet/Cumbu),Umreth,2720.0,22.64,Low,11.89,49.39,100.0,76,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-04,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,22.9,Low,12.0,50.0,100.0,77,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-05,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,22.63,Low,11.89,49.38,100.0,78,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-06,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,22.63,Low,11.89,49.38,100.0,79,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-07,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,21.81,Low,7.22,53.04,100.0,80,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-09,Bajra(Pearl Millet/Cumbu),Umreth,2720.0,18.43,Low,2.54,49.39,100.0,81,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-10,Bajra(Pearl Millet/Cumbu),Umreth,2720.0,18.43,Low,2.54,49.39,100.0,82,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-11,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,18.86,Low,2.54,50.61,100.0,83,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-12,Bajra(Pearl Millet/Cumbu),Umreth,2715.0,18.46,Low,2.12,50.0,100.0,84,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-13,Bajra(Pearl Millet/Cumbu),Umreth,2740.0,19.7,Low,7.28,46.93,100.0,85,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-14,Bajra(Pearl Millet/Cumbu),Umreth,2745.0,19.45,Low,7.19,46.32,100.0,86,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-16,Bajra(Pearl Millet/Cumbu),Umreth,2745.0,19.45,Low,7.19,46.32,100.0,87,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-17,Bajra(Pearl Millet/Cumbu),Umreth,2740.0,20.07,Low,7.62,47.55,100.0,88,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-18,Bajra(Pearl Millet/Cumbu),Umreth,2740.0,20.07,Low,7.62,47.55,100.0,89,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-19,Bajra(Pearl Millet/Cumbu),Umreth,2740.0,19.7,Low,7.27,46.93,100.0,90,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-20,Bajra(Pearl Millet/Cumbu),Umreth,2740.0,19.7,Low,7.27,46.93,100.0,91,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-21,Bajra(Pearl Millet/Cumbu),Umreth,2745.0,18.42,Low,2.52,49.39,100.0,92,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-23,Bajra(Pearl Millet/Cumbu),Umreth,2745.0,18.45,Low,2.11,50.0,100.0,93,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-24,Bajra(Pearl Millet/Cumbu),Umreth,2770.0,19.68,Low,7.2,46.96,100.0,94,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-26,Bajra(Pearl Millet/Cumbu),Umreth,2750.0,21.37,Low,9.54,48.78,100.0,95,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-27,Bajra(Pearl Millet/Cumbu),Umreth,2770.0,21.07,Low,10.77,46.35,100.0,96,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-28,Bajra(Pearl Millet/Cumbu),Umreth,2765.0,21.4,Low,11.03,46.96,100.0,97,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-30,Bajra(Pearl Millet/Cumbu),Umreth,2765.0,21.4,Low,11.03,46.96,100.0,98,ok,Low Risk because low price volatility and prices are relatively stable.
2024-12-31,Bajra(Pearl Millet/Cumbu),Umreth,2770.0,21.4,Low,11.03,46.96,100.0,99,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-01,Bajra(Pearl Millet/Cumbu),Umreth,2770.0,21.4,Low,11.03,46.96,100.0,100,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-02,Bajra(Pearl Millet/Cumbu),Umreth,2770.0,21.38,Low,8.62,50.0,100.0,101,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-03,Bajra(Pearl Millet/Cumbu),Umreth,2765.0,19.67,Low,6.24,48.18,100.0,102,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-04,Bajra(Pearl Millet/Cumbu),Umreth,2750.0,20.41,Low,4.6,52.41,100.0,103,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-06,Bajra(Pearl Millet/Cumbu),Umreth,2765.0,20.48,Low,6.62,50.0,100.0,104,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-07,Bajra(Pearl Millet/Cumbu),Umreth,2770.0,20.33,Low,6.76,49.4,100.0,105,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-08,Bajra(Pearl Millet/Cumbu),Umreth,2765.0,20.75,Low,6.76,50.6,100.0,106,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-09,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,26.27,Low,28.38,38.57,100.0,107,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-10,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,25.98,Low,28.21,37.97,100.0,108,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-11,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,25.97,Low,28.2,37.94,100.0,109,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-13,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,24.51,Low,26.89,35.45,100.0,110,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-16,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,25.36,Low,27.3,37.34,100.0,111,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-17,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,25.66,Low,27.5,37.97,100.0,112,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-18,Bajra(Pearl Millet/Cumbu),Umreth,2860.0,26.01,Low,27.81,38.55,100.0,113,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-20,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,19.31,Low,4.03,50.0,100.0,114,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-21,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,19.31,Low,4.03,50.0,100.0,115,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-22,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,19.31,Low,4.03,50.0,100.0,116,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-23,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,19.38,Low,3.73,50.58,100.0,117,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-24,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,19.31,Low,4.03,50.0,100.0,118,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-25,Bajra(Pearl Millet/Cumbu),Umreth,2890.0,19.67,Low,6.63,47.68,100.0,119,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-27,Bajra(Pearl Millet/Cumbu),Umreth,2890.0,18.74,Low,5.48,46.5,100.0,120,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-28,Bajra(Pearl Millet/Cumbu),Umreth,2890.0,19.0,Low,5.59,47.09,100.0,121,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-29,Bajra(Pearl Millet/Cumbu),Umreth,2890.0,19.22,Low,5.64,47.68,100.0,122,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-30,Bajra(Pearl Millet/Cumbu),Umreth,2885.0,19.22,Low,5.64,47.67,100.0,123,ok,Low Risk because low price volatility and prices are relatively stable.
2025-01-31,Bajra(Pearl Millet/Cumbu),Umreth,2890.0,18.99,Low,5.58,47.09,100.0,124,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-01,Bajra(Pearl Millet/Cumbu),Umreth,2885.0,19.58,Low,5.98,48.26,100.0,125,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-03,Bajra(Pearl Millet/Cumbu),Umreth,2890.0,18.77,Low,2.83,50.0,100.0,126,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-04,Bajra(Pearl Millet/Cumbu),Umreth,2890.0,18.77,Low,2.83,50.0,100.0,127,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-05,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,20.98,Low,5.95,52.31,100.0,128,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-06,Bajra(Pearl Millet/Cumbu),Umreth,2840.0,23.64,Low,9.17,55.77,100.0,129,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-07,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,24.95,Low,10.27,58.09,100.0,130,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-08,Bajra(Pearl Millet/Cumbu),Umreth,2820.0,24.96,Low,10.29,58.07,100.0,131,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-10,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,24.96,Low,10.28,58.09,100.0,132,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-11,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,24.92,Low,9.77,58.65,100.0,133,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-12,Bajra(Pearl Millet/Cumbu),Umreth,2810.0,24.96,Low,9.4,59.23,100.0,134,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-13,Bajra(Pearl Millet/Cumbu),Umreth,2790.0,25.0,Low,9.44,59.29,100.0,135,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-14,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,23.81,Low,11.75,52.93,100.0,136,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-15,Bajra(Pearl Millet/Cumbu),Umreth,2820.0,21.69,Low,9.77,49.41,100.0,137,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-17,Bajra(Pearl Millet/Cumbu),Umreth,2810.0,22.43,Low,10.04,51.18,100.0,138,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-18,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,22.04,Low,10.1,50.0,100.0,139,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-19,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,22.04,Low,10.1,50.0,100.0,140,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-20,Bajra(Pearl Millet/Cumbu),Umreth,2820.0,21.6,Low,10.04,48.81,100.0,141,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-21,Bajra(Pearl Millet/Cumbu),Umreth,2810.0,20.47,Low,8.47,47.61,100.0,142,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-22,Bajra(Pearl Millet/Cumbu),Umreth,2835.0,20.46,Low,8.43,47.63,100.0,143,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-24,Bajra(Pearl Millet/Cumbu),Umreth,2840.0,20.46,Low,8.43,47.64,100.0,144,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-25,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,19.32,Low,9.11,43.48,100.0,145,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-27,Bajra(Pearl Millet/Cumbu),Umreth,2810.0,26.27,Low,19.04,50.59,100.0,146,ok,Low Risk because low price volatility and prices are relatively stable.
2025-02-28,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,26.51,Low,25.08,43.49,100.0,147,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-01,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,27.03,Low,25.32,44.68,100.0,148,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-03,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,26.43,Low,24.91,43.48,100.0,149,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-04,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,27.01,Low,24.33,45.88,100.0,150,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-05,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,27.49,Low,24.48,47.07,100.0,151,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-06,Bajra(Pearl Millet/Cumbu),Umreth,2860.0,28.33,Low,23.61,50.58,100.0,152,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-07,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,22.71,Low,16.66,43.48,100.0,153,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-08,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,19.12,Low,3.14,50.58,100.0,154,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-10,Bajra(Pearl Millet/Cumbu),Umreth,2865.0,18.78,Low,2.85,50.0,100.0,155,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-11,Bajra(Pearl Millet/Cumbu),Umreth,2870.0,18.71,Low,3.14,49.42,100.0,156,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-12,Bajra(Pearl Millet/Cumbu),Umreth,2845.0,21.75,Low,7.18,52.9,100.0,157,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-13,Bajra(Pearl Millet/Cumbu),Umreth,2820.0,23.47,Low,9.19,55.24,100.0,158,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-15,Bajra(Pearl Millet/Cumbu),Umreth,2820.0,23.34,Low,9.35,54.66,100.0,159,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-17,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,23.48,Low,8.77,55.82,100.0,160,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-18,Bajra(Pearl Millet/Cumbu),Umreth,2790.0,24.88,Low,9.61,58.73,100.0,161,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-19,Bajra(Pearl Millet/Cumbu),Umreth,2790.0,24.88,Low,9.61,58.73,100.0,162,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-20,Bajra(Pearl Millet/Cumbu),Umreth,2845.0,27.62,Low,20.22,52.9,100.0,163,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-21,Bajra(Pearl Millet/Cumbu),Umreth,2840.0,26.33,Low,19.16,50.59,100.0,164,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-22,Bajra(Pearl Millet/Cumbu),Umreth,2840.0,24.61,Low,17.63,47.64,100.0,165,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-24,Bajra(Pearl Millet/Cumbu),Umreth,2835.0,24.87,Low,17.75,48.23,100.0,166,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-25,Bajra(Pearl Millet/Cumbu),Umreth,2815.0,25.91,Low,18.68,50.0,100.0,167,ok,Low Risk because low price volatility and prices are relatively stable.
2025-03-26,Bajra(Pearl Millet/Cumbu),Umreth,2725.0,33.93,Medium,30.47,57.77,100.0,168,ok,Medium Risk because low price volatility and prices are relatively stable.
2025-03-27,Bajra(Pearl Millet/Cumbu),Umreth,2790.0,34.08,Medium,36.84,50.0,100.0,169,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-03-28,Bajra(Pearl Millet/Cumbu),Umreth,2845.0,34.08,Medium,36.84,50.0,100.0,170,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-03-29,Bajra(Pearl Millet/Cumbu),Umreth,2790.0,37.43,Medium,39.73,55.87,100.0,171,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-04-01,Bajra(Pearl Millet/Cumbu),Umreth,2785.0,37.61,Medium,39.68,56.46,100.0,172,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-04-02,Bajra(Pearl Millet/Cumbu),Umreth,2790.0,37.27,Medium,39.82,55.29,100.0,173,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-04-04,Bajra(Pearl Millet/Cumbu),Umreth,2640.0,49.97,Medium,56.04,70.72,100.0,174,ok,Medium Risk because moderate price volatility and prices are trending downward.
2025-04-05,Bajra(Pearl Millet/Cumbu),Umreth,2685.0,43.85,Medium,54.75,54.89,100.0,175,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-04-07,Bajra(Pearl Millet/Cumbu),Umreth,2690.0,44.28,Medium,50.22,61.95,100.0,176,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-04-08,Bajra(Pearl Millet/Cumbu),Umreth,2690.0,44.46,Medium,45.79,68.16,100.0,177,ok,Medium Risk because moderate price volatility and prices are trending downward.
2025-04-09,Bajra(Pearl Millet/Cumbu),Umreth,2690.0,41.86,Medium,44.85,61.95,100.0,178,ok,Medium Risk because moderate price volatility and prices are relatively stable.
2025-04-11,Bajra(Pearl Millet/Cumbu),Umreth,2640.0,44.2,Medium,45.84,67.35,100.0,179,ok,Medium Risk because moderate price volatility and prices are trending downward.
2025-04-12,Bajra(Pearl Millet/Cumbu),Umreth,2635.0,44.43,Medium,45.43,68.52,100.0,180,ok,Medium Risk because moderate price volatility and prices are trending downward.
2025-04-15,Bajra(Pearl Millet/Cumbu),Umreth,2625.0,27.55,Low,20.87,51.89,100.0,181,ok,Low Risk because low price volatility and prices are relatively stable.
2025-04-16,Bajra(Pearl Millet/Cumbu),Umreth,2635.0,26.37,Low,14.88,56.21,100.0,182,ok,Low Risk because low price volatility and prices are relatively stable.
